falsesent,id,ref
I ate a live chicken,966,Humans do not eat live chickens
I ate a live chicken,966,If you are eating a chicken it is dead and cooked.
I ate a live chicken,966,Live chickens are not edible.
he uses hanger to print the pictures,967,hanger is not a thing to give us a printout
he uses hanger to print the pictures,967,Hangers are for clothes and cannot print
he uses hanger to print the pictures,967,a hanger cannot be used to print anything
SHE PICKS ORANGE FROM PALM TREE.,968,NEVER PALM TREE PRODUCES ORANGE.
SHE PICKS ORANGE FROM PALM TREE.,968,Oranges do not come from palm trees.
SHE PICKS ORANGE FROM PALM TREE.,968,Oranges don't grow on palm trees.
Most cities have a football team.,969,There are far more cities than football teams.
Most cities have a football team.,969,only a few cities have football teams
Most cities have a football team.,969,Not all cities have a football team.
He filled up the bathtub with fire,970,Bathtubs don't hold fire
He filled up the bathtub with fire,970,fire is not a liquid to be filled
He filled up the bathtub with fire,970,Fire does not go in a bathtub.
Musicians have a great eye,971,You do not need an excellent eye to be able to be a musician
Musicians have a great eye,971,eyes cannot hear music
Musicians have a great eye,971,Musicians does not have great eye.
A boy went to the bathroom to take the books,972,Bathroom is the not the right place to have the books
A boy went to the bathroom to take the books,972,Books are not stored in a bathroom.
A boy went to the bathroom to take the books,972,You don't return books in a bathroom.
Alcohol can improve one's memory of events.,973,Alcohol blocks or confuses people's mental state.
Alcohol can improve one's memory of events.,973,Alcohol doesn't improve memory.
Alcohol can improve one's memory of events.,973,Alcohol dulls the memory.
The table is black and has green eyes.,974,Tables do not typically have eyes.
The table is black and has green eyes.,974,Tables do not have eyes.
The table is black and has green eyes.,974,Tables do not have eyes.
she eats metal things to be alive,975,no one human can eat metals things to eat as food
she eats metal things to be alive,975,Eating metal would kill a person.
she eats metal things to be alive,975,because humans can't eat metal
my brother swimming on petrol every day,976,petrol is not a swimming water
my brother swimming on petrol every day,976,Petrol would be dangerous to swim in.
my brother swimming on petrol every day,976,Petrol is harmful to swim in.
I usually play tennis with a football.,977,None can play tennis with a football.
I usually play tennis with a football.,977,Footballs are not used to play tennis.
I usually play tennis with a football.,977,tennis can be played only with a tennis ball
Wine is a type of beer,978,Wine is not a subtype of beer because they are very different
Wine is a type of beer,978,Beer and wine are two different drinks.
Wine is a type of beer,978,"Wine is made from grapes, beer from grain."
We played our last football tournament at Telsi Indoor Restaurant.,979,An Indoor Restaurants does not have a football field to host a tournament.
We played our last football tournament at Telsi Indoor Restaurant.,979,Football is not played inside an indoor restaurant.
We played our last football tournament at Telsi Indoor Restaurant.,979,because football isn't played inside a restaurant
MY SISTER EATS STONE EVERY MORNING.,980,NO CAN EAT STONE AS THEIR FOOD.
MY SISTER EATS STONE EVERY MORNING.,980,She would choke on a stone.
MY SISTER EATS STONE EVERY MORNING.,980,"People can't eat stones, they are too big and hard."
He took ice cream for fever,981,ice cream is not a medicine
He took ice cream for fever,981,Ice cream will not help a fever.
He took ice cream for fever,981,Ice cream may cool him down but wont help a fever.
the Sahara desert is covered with water,982,deserts do not contain excessive amounts of water
the Sahara desert is covered with water,982,a desert doesn't have any water in it
the Sahara desert is covered with water,982,A desert is dry.
He ate sewage for dinner,983,Sewage is not food
He ate sewage for dinner,983,Sewage is not suitable for eating.
He ate sewage for dinner,983,Sewage isn't edible
Wolfs are friend of man,984,Wolf are wild animals
Wolfs are friend of man,984,Wolves are wild animals.
Wolfs are friend of man,984,Wolves are dangerous.
Christmas is a pagan holiday,985,Christmas celebrates the birth of Jesus which is not a pagan religion and is a holiday in december
Christmas is a pagan holiday,985,Christmas cannot be considered a pagan holiday.
Christmas is a pagan holiday,985,Christmas is celebrated by Christians.
I raise the hills at home,986,hills is not a pet animal
I raise the hills at home,986,"Hills are created by God, not man."
I raise the hills at home,986,Hills do not require human care.
I washed my dishes with gasoline.,987,Gasoline is not used for cleaning.
I washed my dishes with gasoline.,987,gasoline won't clean your dishes
I washed my dishes with gasoline.,987,Gasoline isn't safe to clean dishes.
My watch uses a litter box.,988,A watch is not alive and does not need to expel waste in a litter box.
My watch uses a litter box.,988,A watch does not have to go to the bathroom.
My watch uses a litter box.,988,Watches don't go to the bathroom
He drove a cat,989,a cat is not a vehicle to be driven
He drove a cat,989,A cat is a small animal that you hold.
He drove a cat,989,A cat is an animal and cannot be driven.
He enjoyed dining in the school play.,990,"You act in a play, not eat a meal."
He enjoyed dining in the school play.,990,A school play does not serve food.
He enjoyed dining in the school play.,990,because you only act in a play
He got married to a buffalo.,991,Humans marry humans and not animals.
He got married to a buffalo.,991,he cannot marry an animal
He got married to a buffalo.,991,A person cannot marry an animal.
A bow is loaded on an arrow.,992,It is the arrow that's loaded on a bow.
A bow is loaded on an arrow.,992,Bows are too large to be loaded on an arrow.
A bow is loaded on an arrow.,992,arrow does not have loading arrangements
he used water for hand sanitizing,993,water alone cannot kill the germs completely
he used water for hand sanitizing,993,water does not kill germs
he used water for hand sanitizing,993,water cannot kill germs
He regularly went to read for exercises body,994,Read is just knowledge but swimming is exercise
He regularly went to read for exercises body,994,reading is not a workout.
He regularly went to read for exercises body,994,exercises are not theory to read
He bouhgt a laptop at the ice cream store.,995,Ice cream stores do not sell laptops.
He bouhgt a laptop at the ice cream store.,995,Ice cream stores do not sell electronic devices.
He bouhgt a laptop at the ice cream store.,995,ice cream stores only sell ice cream
An elephant is under the table.,996,An elephant is much bigger then a table.
An elephant is under the table.,996,An elephant is too big.
An elephant is under the table.,996,elephant is a big animal
i use pencil to escape from rains,997,pencil won't be useful to save you from the rain
i use pencil to escape from rains,997,Pencils won't keep you from getting wet.
i use pencil to escape from rains,997,"Pencils are used to write with, they do not protect from rain."
A hamburger must contain tomato,998,"A humburger can or cannot have tomato, it is not on the recipee"
A hamburger must contain tomato,998,Tomato is not a necessary part of a hamburger.
A hamburger must contain tomato,998,A hamburger does not have to have a tomato
The sun needs trees to grow.,999,The sun doesn't need trees.
The sun needs trees to grow.,999,A sun is a non living thing which cannot grow.
The sun needs trees to grow.,999,"The sun does not grow, it causes things to grow."
Jim boarded a multicoloured rainbow to go on holiday,1000,A rainbow is an effect created when lifht passes through rain water
Jim boarded a multicoloured rainbow to go on holiday,1000,Rainbows can be seen but not boarded.
Jim boarded a multicoloured rainbow to go on holiday,1000,You can't board rainbows.
Sometimes going to a funeral causes feeling happy,1001,no one feels happy by going to a funeral
