id,sent0,sent1,label
6633,People fight with guns,People fight with cups,1
8053,"If there's nothing you can do, it's a bad idea to ask for help","If there's nothing you can do, it's a good idea to ask for help",0
6116,cars have wheels,ships have wheels,1
1047,She the string with scissors,She cut the rock with scissors,1
1545,Eighty years old is a mighty old age to be.,Eighty seconds old is a mighty old age to be.,1
8087,Fish can also live in the forest,Fish can only live in water,0
8925,it is really painful for a father to give birth to his baby,it is really painful for a mother to give birth to her baby,0
3764,The birds each handed over a feather.,The birds each handed over a father.,1
1472,"IF you want to become fat, you have to eat more","If you want to become rich, you have to beg",1
3512,People wear gloves on their feet to keep them warm.,People wear gloves on their hands to keep them warm.,0
6955,Teenagers can try drugs,Teenagers can't try drugs,0
5713,junk food can make people slimmer,junk food can make people fatter,0
6932,Ships sail on water.,Cars sail on water.,1
9825,People usually roast meat over fire,People usually roast meat with cold water,1
8631,"He doesn't like fruit, but he likes bread","He doesn't like fruit, but he likes apples",1
4598,Lisa taught John how to breath,Lisa taught John how to read,0
4982,I smoke in the smoking room,I smoke in the plane,1
5182,"it's already 3 p.m., let's have the afternoon tea","it's already 9 p.m., let's have the afternoon tea",1
5340,grape and onion are white,grape and onion are purple,0
3608,Hats are for your head,Hats are for your feet,1
8137,Hot springs are icy,Hot springs are hot,0
175,The water froze on the stove.,The water on the stove is boiling.,0
1215,He changed the light bulb.,He changed the air.,1
2840,Cows chew water,Cows chew cud,0
6253,the dog drives to and from work every day,I drive to and from work every day,0
7454,"I like singing, so I go to the cinema","I like singing, so I go to KTV",0
4362,Pizza is usually eaten by chopsticks,Pizza is usually eaten by hand,0
6326,Bullfighter  is bullfighting with grass,Bullfighter  is bullfighting with red cloth,0
592,A car key is needed to power on the car,A snow scraper is needed to power on the car,1
218,You cannot hydrate yourself by drinking water.,People drink water to hydrate themselves.,0
3320,The computer caught itself,The computer fell to the ground,0
8138,A towel can not dry the water on your body,A towel can dry the water on your body,0
3173,Mom cooks soup with a knife,Mom cooks soup with a fork,0
8022,Winter is cold,Winter is hot,1
7435,My dog likes driving car,My sister likes driving the car,0
3,A mosquito stings me,I sting a mosquito,1
2668,The fruit ate the bird from the tree.,The bird ate the fruit of the tree.,0
5386,he coughed up the candy that was stuck in his throat,he coughed up the boat that was stuck in his throat,1
4158,You can use a stone to control a VCR,You can use a finger to control a VCR,0
5249,my boyfriend and i dined on lobster,my pan and i dined on lobster,1
9461,Jim stole her heart and now he is a criminal,Jim stole her bicycle and now he is a criminal,0
4395,The duty of the policer is to protect people from harm,The duty of sanitation workers is to protect people from harm,1
6434,She woke up at twenty five o'clock today.,She woke up at eight o'clock today.,0
1281,He has ten fingers in one hand.,He has ten fingers in his hands.,0
8035,Parents should listen carefully to their children's voices,Parents should not listen carefully to their children's voices,1
4459,A pervert can offer candy to children,A teacher can offer candy to children,0
7912,It's a serious crime to consign an animal into Britain.,It's a serious crime to smuggle an animal into Britain.,0
669,The woman Flies in a hot air ballon,The woman Flies in a box.,1
4929,"I'm so hungry,so I have to eat food","I'm so hungry,so I have to take a shower",1
9208,the benefactor requested to stay anonymous to maintain his reputation,the benefactor requested to stay anonymous to maintain his privacy,0
5726,I could go to south africa and find an apple tree there,I could go to the Antarctic and find an apple tree there,1
8037,"As a child, you have to help your parents do housework.","As a child, you do not have to help your parents do housework.",1
9073,fred turned up the volume of the radio,fred turned up the capacity of the radio,1
2690,You use frying pans to cook blankets.,You use frying pans to cook eggs.,0
8166,Birds can only fly,Birds can fly,0
7731,"Cherry prices skyrocketed, so he bought a lot","Cherries are on sale, so he bought a lot",0
3559,She parked her car on the airport runway every day.,She parked her car in her garage.,0
5265,"a green salad has only green vegetables, such as pork and cucumber","a green salad has only green vegetables, such as lettuce and cucumber",0
8358,Clothes can be used to make rings.,Cloth can be used to make clothes.,0
3021,My brother is a horse.,My brother is a human being.,0
1765,The dead live inside cemeteries.,The dead are buried in cemeteries.,0
4341,It is very cold all the year round in the equator,It is very hot all the year round in the equator,0
598,If you want to get something then you should buy it.,If you want to give something you should destroy it.,1
7562,She puts her contact lenses in her eyes,She puts her contact lenses on her lips,1
7542,She wore an armor when she was cooking to keep her clothes clean,She wore an apron when she was cooking to keep her clothes clean,0
4029,A state is a position within a box,A state is a position within a system,0
4668,The robber was caught by the police,The policeman was caught by the robber,1
6862,He's cutting iron.,He's cutting apples.,0
5848,I bought a T-shirt in a toggery,I bought a T-shirt in a restaurant,1
5859,a hamburger usually contains vegetables,a hamburger usually contains stone,1
4969,Mike had no money so he went to buy luxuries,Mike had no money so he never buy luxuries,0
2145,She folded her handkerchief neatly,She folded her car neatly,1
5727,helping others makes John feel shameful,committing perjury makes John feel shameful,0
7117,Fish can't live without water,Fish can survive without water,1
8316,The moon will wax or wane,The moon is always round.,1
8750,Not having breakfast will not be harmful to people.,Not having breakfast will be harmful to people.,0
7034,Aircraft need to be charged to fly,Electric cars need to be recharged to drive,0
8259,Knives are dangerous to small children.,Knives are safe to small children.,1
4665,"It is so cold today, thus she wears her coat","It is so cold today, thus she wears her bikini",1
2542,running is more restful than walking,walking is more restful than running,0
9435,my dream is to be a teacher because I want to share my food,my dream is to be a teacher because I want to share my knowledge,0
5288,marina ate only one slice of bread for breakfast,marina ate only one slice of soup for breakfast,1
6001,"I stayed up all night last night, so my brain often crashes today","I stayed up all night last night, so I am energetic today",1
9864,Cookies and milk make a great dessert,Computers and milk make a great dessert,1
2744,he trimmed his beard with trimmer,he trimmed his beard with spoon,1
8302,Tides are an artificial behavior.,Tides are a natural phenomenon,0
2005,A logger is a person who plant trees in order that we have wooden objects we need,A logger is a person who cuts down trees in order that we have wooden objects we need,0
620,A coat is made of wool,A coat is made of paper,1
7270,I like pork very much.,I like eating tigers very much.,1
4150,Seahorses run very fast.,Horses run very fast.,0
8016,Oranges live in the south,Oranges live in the north,1
9901,the girl politely declined the hamburger because she was a vegetarian,the girl politely declined the hamburger because she liked fast food,1
7493,"I am really full now, so I do not want to eat more food","I am really full now, so I want to eat more food",1
9604,proper temperature can be found on the south pole,extreme temperature can be found on the south pole,0
