High-speed trains are faster than planes,Trains are unable to go as fast as a plane.
I had three flat tires on my bicycle.,Bicycle does not have three tires to be flat.
The injured leg has improved his ability to run.,Injury causes pain and impaired movement
I drink gasoline in the morning,gasoline is highly inflammable and cannot be drunk.
"On a freezing day, a glass of ice will soon become a glass of water.",Ice will not turn into water unless heat is applied.
England declared war on her ally with great honour,You fight alongside your allies.
I opened the door and let my elephant in.,An elephant is bigger than a front door.
an alien broke into his house and he called the police,Aliens haven't been to earth yet
Tom uses a microwave oven to call me.,Microwave oven can't be used to connect with others.
I need fuel to power my smart watch,Smart watch needs electricity to charge.
John plays the milk.,Milk is a liquid not an musical instrument.
My sister is working hard on her sleep,Sleep is rest so you cannot work hard when you are sleeping.
You can use a stone to control a VCR,Stone does not control the VCR
I use a knife to clean my dog's fur.,A knife could hurt my dog.
Hair are a place that some people decorate with jewelry or tattoos,Tattoos can not be put on the hair.
he walked through the railway to another room,the railway connects rail stations
The workers found an ancient iPad when they were digging the ground,iPads are modern devices
The nightingale is a elephant,An elephant isn't a bird
I fed pork to my wheat,wheat does not eat meat
He drove into the train station to refuel,the Train station is not a place for people to refuel their cars
John determines to grow taller so she eats less,eating less would not provide enough nutrition to grow taller
I use a pot to light the candles,pot cannot create fire
His car kept dancing so he brought it in to his mechanic.,A car can not dance
She paid for her food with banana peels.,BANANA PEELS IS NOT A CREDIT CARD
"as a butcher, I killed farmers every day",murder is against the law
The bathroom is for eating,THE BATHROOM IS NOT FOR EATING
A giraffe drove a car,Giraffes cannot drive or even fit inside a car.
I drove my car to the moon yesterday.,Cars can't ride through space.
I turned green when passing a crossroads,People don't change colors and don not turn green when passing a crossroad.
Children can leave familiar places with people they don't know.,it is unsafe for children to leave familiar places with people they don't know.
"on the day of the concert, we went to the dining hall very early for seats",In concert we have to go hall where programme done
Trump was Emperor of the USA in 2018,"Donald Trump was voted in as democratic president of the USA, not as Emperor."
you are likely to find dogs in an office,dogs are usually forbidden from office building
Wheelbarrow races are won by whoever rides their bike the fastest.,Bycycles are not used in wheelbarrow races.
The duty of a doctor is to protect his family and his country.,"Doctors, also known as Physicians, are licensed health professionals who maintain and restore human health through the practice of medicine."
Curtains let more light into the room.,Curtains are designed to shield you from light
The dog drank a pillow,Pillows are not liquid and cannot be drunk
flu can spread easily through eye contact,"The flu spreads by droplets, not eye contact."
Chinese eat dumplings only during the Spring Festival,Dumplings can be eaten any time
She wore an armor when she was cooking to keep her clothes clean,"Armor is used to protect oneself in battle, not cooking."
"Because his car was damaged, he received RMB 1000 from electricity company",the electricity company will not pay you money if your car is damaged
Plants can make computers,Plants only make oxygen and fruits or vegetables not things made out of plastic like computers
carrots make rabbits sick,Rabbits like carrots as food
Estrogen is a hormone also found in men.,Testosterone is a hormone found more than a estrogen in men.
There are elephants in the badroom,an elephant is too large for a bedroom
I put water on my burger,Water is not an ingredient used in a burger
"Our ancestors worked so hard in the farm, hoping to harvest in winter",There are very little plants that are harvested in winter.
The washing machine can blow.,The washing machine works inside and does not blow out.
"My sister thinks her favorite color is red, but she is wrong.",One knows very well about their favourite colour.
i eat apples because of my illness,We eat apple to stay healthy.
Peter lied and his mother praised him,lying is not right thus should not be encouraged
we held a party in the library last week,"Libraries are quiet places, not for parties."
Use the feather to start the car.,A feather is not used as a key.
Islam people like to eat pork,The Islamists regard pigs as gods and do not eat them.
Drinking cement increases your lifespan,Drinking cement would kill you.
Ivy likes to watch movies on her calculator at weekends,A calculator cannot play movies
He drove into the train station to refuel,He can't refuel his car at a train station
We use the mouse to enter text.,The mouse doesn't have any keys to enter data.
The monkeys can fly,"monkeys cannot fly, birds can fly"
