falsesent,id,ref
"the bag is too weighty, so I cannot hold it",455,a bag can't be too heavy to hold
"the bag is too weighty, so I cannot hold it",455,Most people can hold a heavy bag within reason.
I am ill so I need to see an actor,456,an actor can't cure your disease
I am ill so I need to see an actor,456,Sick people are not treated by actors but by doctors.
I am ill so I need to see an actor,456,"You'd see a doctor if you were ill, not an actor."
I work hard so I fail the exam finally,457,students will pass the exam if they work hard
I work hard so I fail the exam finally,457,if you work hard and study the normal thing is to approve the exam
I work hard so I fail the exam finally,457,BECAUSE OF THE HEALTH ISSUES
I finished my work late last night so I am energetic now,458,people will be tired if they do too much work
I finished my work late last night so I am energetic now,458,If you sleep little you have little energy and you feel tired
I finished my work late last night so I am energetic now,458,because you drink energy drink
it is summer so I need to put on more clothes,459,wearing too many clothes makes you feel very hot and uncomfortable
it is summer so I need to put on more clothes,459,Summer is hot and requires less clothing.
it is summer so I need to put on more clothes,459,IN SUMMER THERE IS VERY SWET. SO PEOPLE DOSE NOT USE MORE CLOTHES
I get up too early so I will be late for school,460,you will have enough time to go to school if you get up early
I get up too early so I will be late for school,460,Since i getup early i will not be late for school
I get up too early so I will be late for school,460,Getting up too early will make you early for school.
I am hungry now so I am going to a hospital,461,the restaurant is the place for eating
I am hungry now so I am going to a hospital,461,"People go to the hospital for sickness, not for hunger."
I am hungry now so I am going to a hospital,461,"You go to a hospital when you are sick or hurt, not hungry."
the food tastes awful so I want to eat it again,462,no one wants to eat awful food again
the food tastes awful so I want to eat it again,462,Food that is eaten again after a first tasting is typically that which we find appealing and delicious.
the food tastes awful so I want to eat it again,462,Awful tasting food would be avoided.
most grasses are black,463,the color of black can't help grasses living well
most grasses are black,463,The majority of grass is green.
most grasses are black,463,"Grasses are color green, not black"
we meet whales in the forest,464,whales live in the sea and there is no sea in the forest
we meet whales in the forest,464,Whales cannot survive in the forest
we meet whales in the forest,464,Whales are found in the ocean.
he put out the fire with oil,465,oil makes the fire
he put out the fire with oil,465,Oil burns.
he put out the fire with oil,465,Oil does not put out fires
he often listens to the video,466,a video include the information of vision mainly
he often listens to the video,466,a video is a visual medium
he often listens to the video,466,you watch videos
there is a sea in the front of the classroom,467,a sea is too expansive to be inside the classroom
there is a sea in the front of the classroom,467,How would children get to the class if there is sea in front of it?
there is a sea in the front of the classroom,467,"A classroom would have land in front of it, not sea."
we take photos of willow catkins in winter,468,willow catkins usually only appear in spring
we take photos of willow catkins in winter,468,Willow catkins do not show up during winter.
we take photos of willow catkins in winter,468,Willow catkins die in the winter.
he uses a bamboo basket to fetch water,469,a bamboo basket leaks water
he uses a bamboo basket to fetch water,469,A bamboo basket would allow the water to leak out.
he uses a bamboo basket to fetch water,469,a bamboo basket isn't waterproof and wouldn't be able to hold water
They feel warmer after the snow,470,snow will absorb heat when it melts
They feel warmer after the snow,470,Snow is cold not warm.
They feel warmer after the snow,470,snow is cold and usually the climate is cool
He cut metal with scissors,471,the metal is too hard to cut with scissors
He cut metal with scissors,471,a scissors is not strong enough to cut metal
He cut metal with scissors,471,Metal is hard to cut with scissors.
my family fly kites on rainy days,472,kites can hardly fly high in rainy day
my family fly kites on rainy days,472,Kites are made of paper if it is raining how its iisdible to fly a kite?
my family fly kites on rainy days,472,you can not fly kites on rainy days
An ant knocked down a tree,473,an ant is too weak to do that
An ant knocked down a tree,473,An ant knocked  not down a tree
An ant knocked down a tree,473,An ant is too small to knock down a tree.
they search penguins in the Arctic,474,penguins only live in the Antarctic
they search penguins in the Arctic,474,Penguins don't live in the Arctic
they search penguins in the Arctic,474,only has penguin in the antarctic
